,Date,USDT_Open*,USDT_High,USDT_Low,USDT_Close**,USDT_Volume,USDT_Market Cap
0,2018-10-13,0.995036,0.995455,0.9849399999999999,0.9880459999999999,1961540000,2692987558
1,2018-10-12,0.998704,0.998704,0.98367,0.994102,2962380000,2702915063
2,2018-10-11,0.992934,1.02,0.987252,0.9930260000000001,3772600000,2687298290
3,2018-10-10,0.995332,1.0,0.9908030000000001,0.993502,2295300000,2693788327
4,2018-10-09,0.996374,0.999826,0.991899,0.9967790000000001,2183500000,2796245180
5,2018-10-08,0.9962290000000001,1.0,0.9900549999999999,0.995814,2594100000,2795839034
6,2018-10-07,0.9979379999999999,1.0,0.992553,0.996617,2187670000,2800634329
7,2018-10-06,0.996503,1.0,0.995775,0.9971770000000001,2238520000,2796606830
8,2018-10-05,0.996195,1.0,0.9899950000000001,0.995778,2330830000,2795743520
9,2018-10-04,0.99834,1.0,0.9883959999999999,0.996185,2374680000,2801762604
10,2018-10-03,1.0,1.01,0.991395,0.998569,2812780000,2817285628
11,2018-10-02,0.9953799999999999,1.0,0.9939950000000001,0.999741,2818190000,2793457027
12,2018-10-01,0.996818,1.01,0.9937280000000001,0.997925,3069480000,2797493057
13,2018-09-30,1.0,1.01,0.991041,1.0,3307320000,2810691617
14,2018-09-29,1.0,1.01,0.990836,0.999602,3249000000,2812881257
15,2018-09-28,0.9947870000000001,1.01,0.9881489999999999,1.0,3447280000,2791792131
16,2018-09-27,1.0,1.01,0.977865,0.997107,3408680000,2810029539
17,2018-09-26,1.0,1.01,0.9908969999999999,1.0,3380990000,2812700934
18,2018-09-25,1.01,1.01,0.99306,1.0,3572280000,2821463173
19,2018-09-24,0.999409,1.01,0.994282,1.0,2852810000,2804764535
20,2018-09-23,0.9961629999999999,1.01,0.992725,0.9995120000000001,2804770000,2795653692
21,2018-09-22,0.9920450000000001,1.02,0.982721,1.0,3352660000,2784096442
22,2018-09-21,0.998697,1.02,0.975145,0.9944280000000001,5090540000,2752829578
23,2018-09-20,0.999453,1.01,0.990492,1.0,2689090000,2754913995
24,2018-09-19,1.01,1.01,0.96457,1.0,2635660000,2773491056
